2 --> {1=219, 2=223, 3=223, 4=223, 5=223, 6=219, 7=223, 8=223, 9=223, 10=223, 11=223, 12=223, 13=223}
622 --> {1=22445, 2=22445, 3=22445, 4=22458, 5=22458, 6=22458, 7=22459, 8=22467, 9=22451, 10=22451, 11=22447, 12=22446, 13=22445}
623 --> {1=22486, 2=22473, 3=22473, 4=22494, 5=22482, 6=22482, 7=22472, 8=22483, 9=22482, 10=22482, 11=22473, 12=22482, 13=22473}
624 --> {1=22499, 2=22499, 3=22497, 4=22497, 5=22497, 6=22497, 7=22497, 8=22499, 9=22497, 10=22497, 11=22497, 12=22497, 13=22499}
625 --> {1=22502, 2=22502, 3=22502, 4=22514, 5=22514, 6=22514, 7=22507, 8=22507, 9=22504, 10=22504, 11=22502, 12=22502, 13=22502}
626 --> {1=22516, 2=22516, 3=22519, 4=22518, 5=22518, 6=22518, 7=22515, 8=22515, 9=22518, 10=22518, 11=22516, 12=22516, 13=22519}
627 --> {1=22545, 2=22520, 3=22536, 4=22522, 5=22522, 6=22522, 7=22557, 8=22559, 9=22553, 10=22553, 11=22536, 12=22573, 13=22520}
629 --> {1=22585, 2=22585, 3=22591, 4=22586, 5=22586, 6=22586, 7=22586, 8=22585, 9=22586, 10=22586, 11=22585, 12=22585, 13=22591}
630 --> {1=22596, 2=22596, 3=22604, 4=22605, 5=22605, 6=22605, 7=22606, 8=22606, 9=22602, 10=22602, 11=22593, 12=22596, 13=22604}
631 --> {1=22625, 2=22620, 3=22620, 4=22622, 5=22620, 6=22620, 7=22620, 8=22625, 9=22620, 10=22620, 11=22620, 12=22620, 13=22628}
632 --> {1=22633, 2=22633, 3=22646, 4=22634, 5=22634, 6=22634, 7=22646, 8=22633, 9=22641, 10=22641, 11=22662, 12=22635, 13=22662}
633 --> {1=22672, 2=22673, 3=22671, 4=22670, 5=22685, 6=22684, 7=22678, 8=22678, 9=22670, 10=22670, 11=22681, 12=22673, 13=22683}
634 --> {1=22747, 2=22708, 3=22722, 4=22735, 5=22735, 6=22735, 7=22713, 8=22713, 9=22712, 10=22712, 11=22722, 12=22708, 13=22708}
637 --> {1=22800, 2=22800, 3=22801, 4=22805, 5=22801, 6=22800, 7=22805, 8=22805, 9=22805, 10=22805, 11=22801, 12=22800, 13=22800}
638 --> {1=22806, 2=22806, 3=22834, 4=22818, 5=22818, 6=22818, 7=22812, 8=22851, 9=22812, 10=22812, 11=22834, 12=22845, 13=22821}
639 --> {1=22853, 2=22853, 3=22855, 4=22856, 5=22855, 6=22856, 7=22856, 8=22854, 9=22856, 10=22856, 11=22855, 12=22853, 13=22853}
641 --> {1=22909, 2=22909, 3=22891, 4=22890, 5=22890, 6=22890, 7=22892, 8=22901, 9=22910, 10=22910, 11=22891, 12=22909, 13=22909}
642 --> {1=22915, 2=22915, 3=22913, 4=22913, 5=22913, 6=22913, 7=22913, 8=22915, 9=22913, 10=22913, 11=22915, 12=22915, 13=22915}
644 --> {1=22941, 2=22941, 3=22941, 4=22941, 5=22941, 6=22941, 7=22941, 8=22941, 9=22941, 10=22941, 11=22941, 12=22941, 13=22941}
646 --> {1=22953, 2=22953, 3=22951, 4=22953, 5=22951, 6=22950, 7=22951, 8=22952, 9=22951, 10=22951, 11=22951, 12=22953, 13=22953}
647 --> {1=22957, 2=22957, 3=22957, 4=22960, 5=22960, 6=22960, 7=22960, 8=22957, 9=22960, 10=22960, 11=22957, 12=22957, 13=22957}
648 --> {1=22965, 2=22965, 3=22965, 4=22964, 5=22965, 6=22964, 7=22964, 8=22970, 9=22964, 10=22964, 11=22965, 12=22967, 13=22965}
649 --> {1=23010, 2=23010, 3=22975, 4=22971, 5=22971, 6=22971, 7=22990, 8=22996, 9=22972, 10=22972, 11=22974, 12=22989, 13=23010}
650 --> {1=23015, 2=23015, 3=23016, 4=23016, 5=23015, 6=23015, 7=23018, 8=23015, 9=23015, 10=23015, 11=23015, 12=23015, 13=23016}
651 --> {1=23024, 2=23026, 3=23023, 4=23026, 5=23026, 6=23026, 7=23026, 8=23024, 9=23026, 10=23026, 11=23026, 12=23026, 13=23023}
652 --> {1=23029, 2=23029, 3=23029, 4=23029, 5=23029, 6=23029, 7=23029, 8=23029, 9=23029, 10=23029, 11=23029, 12=23027, 13=23027}
653 --> {1=23053, 2=23058, 3=23062, 4=23035, 5=23080, 6=23080, 7=23031, 8=23031, 9=23035, 10=23035, 11=23062, 12=23078, 13=23058}
654 --> {1=23083, 2=23083, 3=23095, 4=23085, 5=23095, 6=23081, 7=23084, 8=23082, 9=23085, 10=23085, 11=23100, 12=23083, 13=23099}
655 --> {1=23120, 2=23118, 3=23120, 4=23117, 5=23120, 6=23117, 7=23117, 8=23117, 9=23117, 10=23117, 11=23120, 12=23120, 13=23120}
656 --> {1=23130, 2=23130, 3=23130, 4=23129, 5=23129, 6=23129, 7=23143, 8=23143, 9=23121, 10=23121, 11=23128, 12=23130, 13=23130}
657 --> {1=23186, 2=23165, 3=23189, 4=23166, 5=23166, 6=23166, 7=23172, 8=23165, 9=23172, 10=23172, 11=23189, 12=23165, 13=23163}
658 --> {1=23204, 2=23204, 3=23204, 4=23214, 5=23214, 6=23214, 7=23198, 8=23209, 9=23200, 10=23200, 11=23204, 12=23204, 13=23204}
659 --> {1=23216, 2=23216, 3=23216, 4=23216, 5=23216, 6=23216, 7=23216, 8=23216, 9=23216, 10=23216, 11=23221, 12=23216, 13=23216}
660 --> {1=23228, 2=23228, 3=23228, 4=23228, 5=23238, 6=23243, 7=23238, 8=23225, 9=23228, 10=23233, 11=23228, 12=23234, 13=23228}
661 --> {1=23251, 2=23251, 3=23251, 4=23249, 5=23246, 6=23257, 7=23245, 8=23264, 9=23249, 10=23249, 11=23251, 12=23257, 13=23251}
664 --> {1=23304, 2=23297, 3=23306, 4=23301, 5=23301, 6=23301, 7=23309, 8=23338, 9=23309, 10=23309, 11=23306, 12=23297, 13=23322}
665 --> {1=23352, 2=23352, 3=23352, 4=23348, 5=23347, 6=23347, 7=23349, 8=23349, 9=23348, 10=23348, 11=23352, 12=23352, 13=23352}
667 --> {1=23400, 2=23400, 3=23400, 4=23397, 5=23397, 6=23397, 7=23397, 8=23400, 9=23397, 10=23397, 11=23400, 12=23400, 13=23400}
669 --> {1=23413, 2=23408, 3=23412, 4=23403, 5=23416, 6=23404, 7=23423, 8=23423, 9=23403, 10=23403, 11=23406, 12=23408, 13=23412}
670 --> {1=23438, 2=23430, 3=23431, 4=23440, 5=23440, 6=23440, 7=23440, 8=23430, 9=23440, 10=23440, 11=23433, 12=23430, 13=23431}
671 --> {1=23485, 2=23485, 3=23450, 4=23464, 5=23474, 6=23463, 7=23448, 8=23448, 9=23460, 10=23460, 11=23479, 12=23452, 13=23485}
673 --> {1=23537, 2=23537, 3=23533, 4=23554, 5=23554, 6=23554, 7=23534, 8=23534, 9=23536, 10=23536, 11=23533, 12=23544, 13=23537}
674 --> {1=23571, 2=23571, 3=23571, 4=23569, 5=23571, 6=23569, 7=23569, 8=23571, 9=23569, 10=23569, 11=23571, 12=23571, 13=23571}
675 --> {1=23596, 2=23582, 3=23582, 4=23572, 5=23572, 6=23572, 7=23578, 8=23578, 9=23573, 10=23573, 11=23583, 12=23582, 13=23579}
676 --> {1=23603, 2=23603, 3=23603, 4=23603, 5=23603, 6=23603, 7=23603, 8=23603, 9=23603, 10=23603, 11=23603, 12=23603, 13=23603}
677 --> {1=23605, 2=23605, 3=23605, 4=23605, 5=23605, 6=23605, 7=23605, 8=23605, 9=23605, 10=23605, 11=23605, 12=23605, 13=23605}
679 --> {1=23615, 2=23638, 3=23610, 4=23643, 5=23643, 6=23643, 7=23611, 8=23644, 9=23622, 10=23622, 11=23610, 12=23638, 13=23642}
683 --> {1=23692, 2=23692, 3=23684, 4=23687, 5=23687, 6=23687, 7=23686, 8=23692, 9=23687, 10=23686, 11=23700, 12=23692, 13=23684}
685 --> {1=23749, 2=23749, 3=23748, 4=23751, 5=23769, 6=23769, 7=23751, 8=23766, 9=23751, 10=23751, 11=23764, 12=23749, 13=23749}
686 --> {1=23772, 2=23772, 3=23772, 4=23793, 5=23782, 6=23782, 7=23782, 8=23784, 9=23782, 10=23782, 11=23771, 12=23782, 13=23772}
687 --> {1=23800, 2=23800, 3=23806, 4=23794, 5=23799, 6=23799, 7=23794, 8=23800, 9=23794, 10=23794, 11=23806, 12=23800, 13=23800}
688 --> {1=23822, 2=23822, 3=23822, 4=23822, 5=23822, 6=23822, 7=23822, 8=23822, 9=23822, 10=23822, 11=23822, 12=23822, 13=23822}
689 --> {1=23840, 2=23828, 3=23833, 4=23828, 5=23833, 6=23852, 7=23829, 8=23830, 9=23825, 10=23827, 11=23824, 12=23828, 13=23828}
690 --> {1=23861, 2=23861, 3=23861, 4=23868, 5=23868, 6=23868, 7=23887, 8=23866, 9=23862, 10=23862, 11=23865, 12=23869, 13=23861}
691 --> {1=23889, 2=23889, 3=23890, 4=23891, 5=23891, 6=23891, 7=23889, 8=23889, 9=23891, 10=23890, 11=23890, 12=23889, 13=23892}
692 --> {1=23906, 2=23906, 3=23906, 4=23901, 5=23907, 6=23907, 7=23894, 8=23908, 9=23901, 10=23901, 11=23906, 12=23906, 13=23906}
694 --> {1=23917, 2=23923, 3=23923, 4=23913, 5=23913, 6=23913, 7=23920, 8=23913, 9=23913, 10=23920, 11=23923, 12=23920, 13=23923}
695 --> {1=23941, 2=23941, 3=23952, 4=23939, 5=23939, 6=23939, 7=23942, 8=23942, 9=23939, 10=23942, 11=23951, 12=23941, 13=23955}
696 --> {1=23967, 2=23966, 3=23966, 4=23966, 5=23966, 6=23966, 7=23966, 8=23966, 9=23966, 10=23966, 11=23966, 12=23966, 13=23966}
697 --> {1=23970, 2=23970, 3=23970, 4=23969, 5=23970, 6=23969, 7=23970, 8=23970, 9=23970, 10=23969, 11=23970, 12=23970, 13=23970}
698 --> {1=23974, 2=23974, 3=23974, 4=23972, 5=23972, 6=23972, 7=23975, 8=23988, 9=23975, 10=23975, 11=23974, 12=23978, 13=23973}
699 --> {1=23996, 2=24009, 3=24009, 4=23994, 5=23994, 6=23994, 7=24003, 8=24005, 9=24003, 10=24003, 11=24009, 12=24002, 13=24009}
700 --> {1=24043, 2=24043, 3=24029, 4=24031, 5=24031, 6=24031, 7=24033, 8=24024, 9=24031, 10=24025, 11=24034, 12=24043, 13=24027}
701 --> {1=24074, 2=24074, 3=24075, 4=24073, 5=24073, 6=24074, 7=24073, 8=24073, 9=24073, 10=24073, 11=24074, 12=24074, 13=24075}
702 --> {1=24076, 2=24076, 3=24076, 4=24078, 5=24078, 6=24078, 7=24077, 8=24077, 9=24078, 10=24078, 11=24076, 12=24076, 13=24076}
703 --> {1=24107, 2=24096, 3=24090, 4=24084, 5=24084, 6=24101, 7=24087, 8=24099, 9=24085, 10=24085, 11=24109, 12=24094, 13=24093}
704 --> {1=24123, 2=24129, 3=24119, 4=24120, 5=24141, 6=24122, 7=24120, 8=24137, 9=24120, 10=24120, 11=24119, 12=24129, 13=24136}
705 --> {1=24164, 2=24164, 3=24149, 4=24148, 5=24148, 6=24148, 7=24144, 8=24144, 9=24146, 10=24146, 11=24163, 12=24164, 13=24164}
706 --> {1=24183, 2=24183, 3=24183, 4=24184, 5=24183, 6=24201, 7=24184, 8=24205, 9=24184, 10=24184, 11=24183, 12=24183, 13=24183}
707 --> {1=24220, 2=24220, 3=24233, 4=24221, 5=24221, 6=24221, 7=24215, 8=24247, 9=24210, 10=24210, 11=24233, 12=24220, 13=24220}
708 --> {1=24265, 2=24265, 3=24264, 4=24284, 5=24284, 6=24284, 7=24280, 8=24282, 9=24271, 10=24271, 11=24264, 12=24265, 13=24265}
709 --> {1=24288, 2=24288, 3=24288, 4=24288, 5=24288, 6=24288, 7=24288, 8=24288, 9=24288, 10=24288, 11=24288, 12=24288, 13=24288}
711 --> {1=24301, 2=24300, 3=24301, 4=24300, 5=24300, 6=24301, 7=24300, 8=24300, 9=24300, 10=24300, 11=24300, 12=24301, 13=24300}
714 --> {1=24314, 2=24314, 3=24319, 4=24308, 5=24319, 6=24313, 7=24325, 8=24325, 9=24308, 10=24308, 11=24332, 12=24314, 13=24314}
715 --> {1=24361, 2=24343, 3=24348, 4=24345, 5=24345, 6=24345, 7=24342, 8=24370, 9=24342, 10=24342, 11=24344, 12=24343, 13=24348}
716 --> {1=24380, 2=24380, 3=24380, 4=24380, 5=24380, 6=24380, 7=24380, 8=24380, 9=24380, 10=24380, 11=24380, 12=24380, 13=24380}
719 --> {1=24394, 2=24394, 3=24395, 4=24412, 5=24395, 6=24402, 7=24398, 8=24390, 9=24412, 10=24412, 11=24395, 12=24394, 13=24394}
720 --> {1=24425, 2=24425, 3=24425, 4=24422, 5=24422, 6=24422, 7=24422, 8=24425, 9=24422, 10=24422, 11=24425, 12=24422, 13=24425}
721 --> {1=24427, 2=24427, 3=24427, 4=24427, 5=24427, 6=24427, 7=24426, 8=24426, 9=24427, 10=24427, 11=24427, 12=24426, 13=24427}
722 --> {1=24429, 2=24428, 3=24428, 4=24428, 5=24428, 6=24428, 7=24428, 8=24428, 9=24428, 10=24428, 11=24428, 12=24429, 13=24428}
723 --> {1=24430, 2=24430, 3=24430, 4=24438, 5=24448, 6=24448, 7=24440, 8=24440, 9=24438, 10=24438, 11=24430, 12=24448, 13=24437}
724 --> {1=24453, 2=24453, 3=24453, 4=24452, 5=24453, 6=24452, 7=24453, 8=24453, 9=24453, 10=24452, 11=24453, 12=24453, 13=24453}
725 --> {1=24458, 2=24458, 3=24464, 4=24479, 5=24479, 6=24479, 7=24472, 8=24472, 9=24456, 10=24456, 11=24463, 12=24486, 13=24480}
726 --> {1=24502, 2=24502, 3=24502, 4=24503, 5=24503, 6=24503, 7=24508, 8=24508, 9=24507, 10=24507, 11=24502, 12=24502, 13=24502}
727 --> {1=24513, 2=24513, 3=24513, 4=24525, 5=24525, 6=24525, 7=24509, 8=24518, 9=24509, 10=24509, 11=24513, 12=24513, 13=24513}
728 --> {1=24535, 2=24535, 3=24538, 4=24529, 5=24529, 6=24529, 7=24542, 8=24542, 9=24543, 10=24543, 11=24538, 12=24535, 13=24535}
729 --> {1=24566, 2=24566, 3=24576, 4=24596, 5=24596, 6=24596, 7=24573, 8=24573, 9=24567, 10=24567, 11=24587, 12=24565, 13=24580}
730 --> {1=24612, 2=24612, 3=24611, 4=24609, 5=24618, 6=24618, 7=24614, 8=24614, 9=24609, 10=24609, 11=24629, 12=24612, 13=24611}
732 --> {1=24645, 2=24645, 3=24645, 4=24650, 5=24649, 6=24672, 7=24653, 8=24670, 9=24650, 10=24650, 11=24645, 12=24672, 13=24651}
733 --> {1=24679, 2=24679, 3=24679, 4=24679, 5=24679, 6=24679, 7=24679, 8=24679, 9=24679, 10=24679, 11=24679, 12=24679, 13=24679}
734 --> {1=24682, 2=24682, 3=24682, 4=24681, 5=24682, 6=24681, 7=24682, 8=24682, 9=24682, 10=24682, 11=24682, 12=24682, 13=24682}
735 --> {1=24686, 2=24686, 3=24695, 4=24704, 5=24704, 6=24704, 7=24683, 8=24729, 9=24683, 10=24683, 11=24705, 12=24702, 13=24686}
736 --> {1=24781, 2=24734, 3=24742, 4=24735, 5=24735, 6=24735, 7=24745, 8=24822, 9=24741, 10=24741, 11=24802, 12=24734, 13=24767}
737 --> {1=24878, 2=24878, 3=24878, 4=24878, 5=24878, 6=24879, 7=24878, 8=24878, 9=24878, 10=24878, 11=24878, 12=24878, 13=24878}
738 --> {1=24900, 2=24900, 3=24900, 4=24896, 5=24896, 6=24896, 7=24891, 8=24884, 9=24891, 10=24891, 11=24900, 12=24900, 13=24900}
739 --> {1=24943, 2=24917, 3=24915, 4=24906, 5=24906, 6=24920, 7=24960, 8=24939, 9=24913, 10=24913, 11=24907, 12=24975, 13=24941}
741 --> {1=25015, 2=25015, 3=25015, 4=25015, 5=25015, 6=25015, 7=25015, 8=25015, 9=25015, 10=25015, 11=25015, 12=25016, 13=25016}
742 --> {1=25053, 2=25053, 3=25053, 4=25035, 5=25035, 6=25035, 7=25067, 8=25020, 9=25031, 10=25031, 11=25053, 12=25038, 13=25053}
743 --> {1=25068, 2=25068, 3=25068, 4=25085, 5=25085, 6=25075, 7=25079, 8=25079, 9=25085, 10=25085, 11=25090, 12=25068, 13=25072}
744 --> {1=25101, 2=25101, 3=25101, 4=25098, 5=25101, 6=25100, 7=25102, 8=25095, 9=25102, 10=25102, 11=25101, 12=25101, 13=25101}
745 --> {1=25125, 2=25124, 3=25124, 4=25117, 5=25117, 6=25117, 7=25136, 8=25136, 9=25106, 10=25106, 11=25105, 12=25124, 13=25144}
746 --> {1=25146, 2=25146, 3=25146, 4=25146, 5=25146, 6=25146, 7=25146, 8=25146, 9=25146, 10=25146, 11=25146, 12=25146, 13=25146}
747 --> {1=25155, 2=25155, 3=25159, 4=25147, 5=25148, 6=25148, 7=25147, 8=25155, 9=25147, 10=25147, 11=25159, 12=25155, 13=25155}
748 --> {1=25166, 2=25164, 3=25163, 4=25172, 5=25172, 6=25172, 7=25167, 8=25176, 9=25179, 10=25179, 11=25196, 12=25164, 13=25174}
749 --> {1=25219, 2=25224, 3=25211, 4=25208, 5=25208, 6=25208, 7=25203, 8=25220, 9=25203, 10=25203, 11=25232, 12=25204, 13=25223}
750 --> {1=25237, 2=25237, 3=25237, 4=25237, 5=25237, 6=25237, 7=25237, 8=25237, 9=25237, 10=25237, 11=25237, 12=25237, 13=25237}
751 --> {1=25238, 2=25238, 3=25238, 4=25238, 5=25238, 6=25238, 7=25238, 8=25238, 9=25238, 10=25238, 11=25238, 12=25238, 13=25239}
752 --> {1=25240, 2=25240, 3=25240, 4=25240, 5=25240, 6=25240, 7=25240, 8=25240, 9=25240, 10=25240, 11=25240, 12=25240, 13=25240}
753 --> {1=25241, 2=25249, 3=25255, 4=25242, 5=25247, 6=25251, 7=25242, 8=25264, 9=25242, 10=25242, 11=25255, 12=25248, 13=25289}
754 --> {1=25293, 2=25293, 3=25293, 4=25293, 5=25293, 6=25293, 7=25293, 8=25293, 9=25293, 10=25293, 11=25293, 12=25293, 13=25293}
755 --> {1=25321, 2=25306, 3=25306, 4=25302, 5=25325, 6=25294, 7=25295, 8=25322, 9=25295, 10=25295, 11=25296, 12=25335, 13=25333}
756 --> {1=25350, 2=25350, 3=25348, 4=25339, 5=25341, 6=25341, 7=25351, 8=25350, 9=25339, 10=25339, 11=25342, 12=25350, 13=25348}
757 --> {1=25366, 2=25366, 3=25371, 4=25378, 5=25378, 6=25378, 7=25384, 8=25384, 9=25364, 10=25364, 11=25371, 12=25365, 13=25366}
758 --> {1=25421, 2=25421, 3=25390, 4=25389, 5=25389, 6=25399, 7=25414, 8=25396, 9=25414, 10=25414, 11=25419, 12=25421, 13=25413}
759 --> {1=25448, 2=25448, 3=25431, 4=25442, 5=25433, 6=25440, 7=25443, 8=25432, 9=25442, 10=25442, 11=25455, 12=25448, 13=25437}
760 --> {1=25470, 2=25481, 3=25483, 4=25464, 5=25464, 6=25464, 7=25471, 8=25471, 9=25460, 10=25460, 11=25474, 12=25481, 13=25483}
762 --> {1=25503, 2=25503, 3=25503, 4=25496, 5=25494, 6=25496, 7=25501, 8=25520, 9=25496, 10=25496, 11=25503, 12=25503, 13=25503}
763 --> {1=25528, 2=25528, 3=25528, 4=25525, 5=25527, 6=25527, 7=25548, 8=25548, 9=25525, 10=25525, 11=25528, 12=25527, 13=25528}
764 --> {1=25561, 2=25561, 3=25550, 4=25565, 5=25565, 6=25565, 7=25562, 8=25562, 9=25551, 10=25551, 11=25555, 12=25561, 13=25550}
765 --> {1=25577, 2=25577, 3=25577, 4=25579, 5=25579, 6=25579, 7=25595, 8=25595, 9=25593, 10=25593, 11=25577, 12=25612, 13=25582}
766 --> {1=25650, 2=25650, 3=25650, 4=25632, 5=25632, 6=25632, 7=25631, 8=25634, 9=25642, 10=25642, 11=25650, 12=25660, 13=25650}
767 --> {1=25701, 2=25701, 3=25678, 4=25681, 5=25681, 6=25681, 7=25684, 8=25689, 9=25670, 10=25670, 11=25675, 12=25701, 13=25701}
768 --> {1=25710, 2=25710, 3=25708, 4=25728, 5=25727, 6=25727, 7=25714, 8=25714, 9=25728, 10=25728, 11=25737, 12=25710, 13=25747}
769 --> {1=25755, 2=25755, 3=25752, 4=25756, 5=25756, 6=25756, 7=25758, 8=25751, 9=25763, 10=25763, 11=25750, 12=25755, 13=25775}
770 --> {1=25781, 2=25783, 3=25783, 4=25783, 5=25783, 6=25783, 7=25783, 8=25783, 9=25783, 10=25783, 11=25783, 12=25783, 13=25783}
772 --> {1=25785, 2=25785, 3=25785, 4=25785, 5=25785, 6=25785, 7=25785, 8=25785, 9=25785, 10=25785, 11=25785, 12=25785, 13=25785}
773 --> {1=25821, 2=25821, 3=25791, 4=25824, 5=25791, 6=25791, 7=25826, 8=25821, 9=25791, 10=25791, 11=25789, 12=25808, 13=25801}
774 --> {1=25831, 2=25831, 3=25831, 4=25831, 5=25831, 6=25831, 7=25831, 8=25831, 9=25831, 10=25831, 11=25831, 12=25831, 13=25831}
775 --> {1=0, 2=0, 3=0, 4=0, 5=0, 6=0, 7=0, 8=0, 9=0, 10=0, 11=0, 12=0, 13=0}
776 --> {1=25833, 2=25833, 3=25833, 4=25833, 5=25833, 6=25833, 7=25833, 8=25833, 9=25833, 10=25833, 11=25833, 12=25833, 13=25833}
777 --> {1=25839, 2=25839, 3=25857, 4=25834, 5=25834, 6=25834, 7=25876, 8=25838, 9=25836, 10=25836, 11=25857, 12=25839, 13=25856}
778 --> {1=25895, 2=25895, 3=25895, 4=25900, 5=25895, 6=25899, 7=25891, 8=25905, 9=25889, 10=25889, 11=25895, 12=25894, 13=25898}
779 --> {1=25918, 2=25918, 3=25918, 4=25918, 5=25918, 6=25918, 7=25918, 8=25918, 9=25918, 10=25918, 11=25918, 12=25918, 13=25918}
780 --> {1=25943, 2=25921, 3=25919, 4=25931, 5=25931, 6=25931, 7=25929, 8=25929, 9=25923, 10=25923, 11=25942, 12=25921, 13=25940}
781 --> {1=25966, 2=25966, 3=25953, 4=25962, 5=25962, 6=25958, 7=25975, 8=25967, 9=25975, 10=25975, 11=25957, 12=25966, 13=25953}
782 --> {1=25994, 2=25994, 3=25992, 4=25997, 5=25997, 6=25997, 7=26022, 8=26022, 9=26000, 10=26000, 11=25996, 12=25994, 13=25998}
783 --> {1=26044, 2=26044, 3=26044, 4=26035, 5=26035, 6=26035, 7=26051, 8=26055, 9=26051, 10=26051, 11=26044, 12=26038, 13=26037}
784 --> {1=26065, 2=26065, 3=26071, 4=26067, 5=26067, 6=26067, 7=26064, 8=26070, 9=26064, 10=26064, 11=26068, 12=26075, 13=26071}
785 --> {1=26080, 2=26080, 3=26080, 4=26086, 5=26086, 6=26086, 7=26101, 8=26091, 9=26088, 10=26088, 11=26108, 12=26096, 13=26094}
786 --> {1=26126, 2=26126, 3=26126, 4=26135, 5=26135, 6=26135, 7=26133, 8=26123, 9=26121, 10=26121, 11=26141, 12=26117, 13=26126}
787 --> {1=26147, 2=26147, 3=26147, 4=26147, 5=26146, 6=26146, 7=26147, 8=26147, 9=26147, 10=26147, 11=26147, 12=26146, 13=26147}
788 --> {1=26184, 2=26184, 3=26150, 4=26163, 5=26163, 6=26163, 7=26149, 8=26155, 9=26149, 10=26149, 11=26186, 12=26184, 13=26154}
789 --> {1=26203, 2=26223, 3=26195, 4=26202, 5=26202, 6=26202, 7=26224, 8=26224, 9=26193, 10=26193, 11=26201, 12=26223, 13=26195}
790 --> {1=26256, 2=26242, 3=26227, 4=26243, 5=26243, 6=26243, 7=26234, 8=26234, 9=26260, 10=26260, 11=26227, 12=26242, 13=26236}
791 --> {1=26307, 2=26271, 3=26271, 4=26267, 5=26267, 6=26267, 7=26283, 8=26269, 9=26275, 10=26275, 11=26289, 12=26273, 13=26278}
